total_weight,center_of_mass_offset,thrust_to_weight,arm_length,propeller_size,motor_kv,score
1193.0,0.92,1.44,140.3,5,2674,75.1
1707.6,0.27,3.17,218.4,9,1527,91.3
1151.4,0.26,1.65,206.0,9,2096,80.8
665.8,1.04,1.75,112.5,6,1587,85.2
500.0,1.32,0.87,94.4,5,2606,46.4
1990.5,0.46,3.39,184.0,6,1977,90.2
859.0,0.06,1.37,114.6,7,2240,68.5
903.0,0.88,2.67,120.9,6,2161,98.0
762.1,3.63,1.63,163.2,6,2066,55.6
971.5,3.01,2.88,197.7,9,2332,33.2
1751.6,0.42,0.94,224.1,9,1478,51.4
1496.5,1.25,0.91,160.3,9,2442,4.7
974.7,1.12,3.17,135.3,7,1444,83.2
800.0,0.1,2.6,170.3,9,2645,63.6
713.3,0.36,2.28,182.5,5,1528,81.8
1352.0,2.41,3.07,128.4,8,2017,50.8
500.0,0.03,2.81,118.5,5,2162,100.0
1030.2,0.5,1.45,94.3,5,2653,78.5
1710.3,0.41,2.54,212.4,9,2192,73.0
1345.7,0.87,0.86,146.7,8,2650,12.7
911.6,0.31,2.58,126.7,8,1796,100.0
1009.2,1.0,2.97,170.8,8,1674,96.5
1192.3,1.31,1.96,172.8,7,1537,91.0
1694.8,0.18,1.85,217.8,9,2596,61.2
1057.2,0.45,1.84,123.0,8,2182,76.7
1023.7,2.79,0.84,184.4,7,1614,15.8
697.0,0.59,1.42,110.3,6,1627,77.3
799.6,2.22,0.93,173.0,6,1506,21.5
1440.2,0.17,2.58,124.3,7,1558,96.1
1040.4,0.97,2.11,139.1,7,2559,75.5
1034.9,0.53,1.86,139.6,9,1429,100.0
935.3,0.47,2.95,171.8,9,2521,64.7
831.4,0.57,3.43,120.7,6,2008,92.6
1642.4,0.3,2.75,134.1,8,2168,80.2
589.6,2.31,1.01,125.2,6,2183,26.2
1367.6,0.03,1.99,122.4,8,2281,77.3
1415.5,3.18,1.78,209.5,8,2322,37.7
952.4,0.1,3.18,179.1,9,1741,82.1
500.0,1.04,2.43,127.9,5,1567,83.4
585.3,0.79,3.49,149.3,5,2634,85.9
1222.4,3.81,2.56,125.6,7,2083,40.8
758.8,2.69,1.02,219.7,9,2031,0.0
1579.5,0.3,2.78,131.1,8,2608,67.6
500.0,0.88,1.79,124.7,5,1831,85.8
1040.4,0.86,1.56,196.2,8,1438,98.2
500.0,0.29,2.37,125.3,5,2379,97.4
563.6,0.94,2.58,119.1,5,1786,84.5
1238.1,0.72,3.11,145.0,5,2168,86.9
1050.7,1.52,1.45,219.3,9,2190,44.7
1336.7,0.89,2.23,164.6,6,2141,93.8
706.4,0.23,2.29,137.7,8,2538,69.7
1071.9,1.82,2.01,196.5,9,1800,73.2
1350.9,3.35,0.84,231.1,9,2526,0.0
1437.6,0.12,2.27,186.3,9,1501,94.2
1455.3,0.75,1.67,168.3,9,2054,76.3
914.1,0.32,1.11,196.2,9,2513,13.2
1503.2,1.53,2.76,115.2,7,2541,70.3
1149.6,0.91,2.77,196.9,8,2562,71.9
1619.2,0.42,3.25,165.8,9,2302,63.5
978.4,1.56,0.9,127.7,8,2151,22.6
1153.7,1.51,1.52,178.6,7,2632,70.7
937.5,0.69,2.53,124.2,7,1486,98.0
1510.1,0.04,3.1,135.4,8,2258,70.6
926.2,0.46,1.19,110.5,5,1718,38.0
991.6,2.07,1.45,127.0,6,2366,65.6
762.0,0.12,2.29,129.1,5,2286,99.4
500.0,0.24,1.16,165.2,5,2032,50.9
1200.2,0.87,1.45,175.6,5,2668,76.6
2036.5,0.13,2.39,136.6,9,2513,66.0
1126.1,0.56,1.8,140.1,7,2051,100.0
542.9,0.32,2.47,139.9,5,2535,100.0
971.5,0.81,1.97,148.7,7,2349,79.7
1580.5,1.85,3.26,206.5,8,1639,74.0
789.8,2.19,3.24,107.1,6,2695,50.2
1657.4,0.11,3.49,199.0,8,1542,91.0
1326.2,0.17,1.03,180.7,8,2353,24.8
1054.5,3.85,2.2,178.9,9,1518,42.7
1201.3,0.09,2.09,156.7,6,1995,98.6
1438.3,1.44,2.59,218.9,8,2674,54.7
998.2,0.28,1.42,129.2,8,1562,83.7
973.4,1.06,0.89,127.8,6,2053,45.3
529.3,0.13,3.0,154.6,6,1749,97.7
1210.0,0.02,3.47,186.2,8,1430,92.3
1079.4,0.65,1.6,105.6,6,1857,100.0
1015.6,0.93,2.9,139.5,8,1490,91.4
1431.9,0.38,2.22,130.3,8,1527,100.0
1299.3,0.18,2.69,191.4,9,2178,73.8
602.4,3.51,1.82,172.3,5,2369,47.7
1766.6,0.02,2.6,216.0,8,2247,80.4
1353.4,0.51,1.75,144.2,7,2191,87.2
500.0,2.23,1.47,111.2,5,1908,49.0
1140.6,0.1,1.07,87.3,5,2335,46.6
773.9,0.08,1.21,124.9,5,2144,78.2
1456.6,0.9,1.46,135.2,9,2139,53.2
1072.3,0.12,2.77,206.4,8,1636,100.0
1059.3,0.73,2.85,182.8,9,2412,67.1
1641.3,0.39,1.4,219.0,8,2376,57.7
1272.6,0.56,3.24,158.7,9,2422,55.9
1223.7,0.38,1.88,184.1,9,2474,64.8
618.0,1.91,2.96,190.2,7,1868,87.3
1544.0,0.3,1.41,156.3,9,1787,59.4
602.9,1.16,2.76,137.8,6,2485,79.0
735.4,0.17,1.97,195.5,7,2576,85.3
1645.4,2.01,1.11,202.8,9,2135,8.2
500.0,2.33,1.03,148.5,5,2053,24.2
518.1,0.0,1.23,153.6,6,1440,71.0
1107.3,0.91,2.65,148.8,6,2352,93.5
1228.9,1.19,1.77,143.8,6,2208,95.9
636.8,0.06,3.43,119.7,7,1781,89.8
1766.8,1.51,2.6,171.0,9,1495,95.6
1566.3,0.58,0.83,183.8,9,2311,20.1
502.3,0.29,1.11,180.3,5,2186,45.3
967.8,0.93,2.86,116.7,5,1692,82.9
973.7,0.14,1.56,117.6,6,2658,82.7
663.2,2.52,3.09,86.0,5,1740,51.5
1231.4,0.7,2.37,155.6,7,2118,90.1
1161.7,1.53,2.34,156.0,9,2356,56.4
1131.4,0.17,1.01,159.8,6,1937,50.0
580.1,0.97,0.95,139.5,5,2271,45.2
1194.4,0.0,0.82,165.2,7,2630,31.2
850.8,1.66,3.1,154.3,7,2359,67.4
676.7,0.52,3.19,153.4,5,1780,76.1
1040.0,0.55,2.2,196.0,9,2564,57.5
500.0,1.76,1.68,161.0,5,2258,83.3
1266.9,0.38,2.37,169.2,6,1998,98.8
1037.5,0.25,2.18,95.0,5,2329,100.0
1478.9,1.07,3.25,206.3,7,2446,67.7
889.8,2.9,1.47,105.7,5,2161,44.9
1988.9,0.12,3.41,209.4,9,1763,78.1
958.1,0.49,0.9,199.7,8,2571,21.3
850.8,2.59,2.93,139.2,5,1965,72.0
685.1,0.21,3.11,145.3,9,2368,53.6
1444.8,0.73,1.41,150.4,9,2226,50.6
743.6,2.01,0.9,203.4,7,1904,29.4
1293.2,0.55,1.7,181.3,9,1617,91.1
921.6,0.19,0.91,170.8,9,1881,29.3
1107.9,0.18,1.5,214.7,9,2336,71.7
1905.1,0.18,0.85,156.2,9,2148,25.9
1104.2,1.04,1.66,150.1,6,2235,89.6
559.8,1.8,1.84,148.6,6,1888,82.2
1050.4,2.05,0.87,112.2,7,2567,11.5
1104.7,1.41,2.0,137.5,5,2199,90.8
722.5,0.95,3.22,183.3,9,1610,80.6
1081.5,0.03,3.16,152.1,5,2065,89.8
704.7,0.93,3.07,163.9,5,1658,76.7
1851.9,0.29,2.27,197.0,7,2650,75.9
1098.6,0.22,1.49,150.1,9,1771,61.6
1588.6,1.6,1.3,151.1,9,2391,34.4
602.2,0.17,2.3,210.9,8,1487,100.0
705.2,0.77,1.19,89.7,5,1799,39.9
683.0,1.27,1.31,152.2,5,1708,61.1
660.6,0.43,1.84,156.0,6,1403,90.0
1184.0,1.34,1.82,188.2,8,2596,61.8
1083.8,0.12,0.81,194.0,6,1625,54.8
1395.9,0.26,3.41,128.9,6,1738,89.9
993.4,0.2,2.99,165.6,6,2629,81.0
1037.0,0.22,2.36,197.8,7,2525,74.5
1121.3,0.28,1.24,193.0,7,1457,79.6
1052.1,2.29,1.27,152.8,6,2573,49.1
1205.7,0.1,2.61,201.3,8,2675,64.3
1167.9,0.61,1.61,131.4,5,1955,100.0
1097.5,1.82,2.64,141.6,8,2318,67.6
899.9,0.74,3.32,148.5,9,1923,68.7
957.2,0.16,3.05,138.7,7,1925,88.8
795.6,0.67,2.72,89.8,5,2468,99.0
843.8,0.66,2.23,110.9,5,2623,95.6
1633.7,1.13,1.28,163.1,9,1423,72.8
1764.0,0.96,3.07,194.3,9,2162,59.6
553.9,3.34,1.4,180.9,6,1641,37.4
1034.5,1.41,2.92,171.0,7,1602,96.3
1590.2,0.16,1.36,195.7,7,1636,80.7
808.8,1.05,2.87,159.0,8,2350,70.4
676.0,0.18,1.23,99.2,6,2421,71.0
1003.8,1.91,1.57,101.4,6,1693,77.4
500.0,0.07,1.04,190.5,6,2510,35.2
500.0,1.26,1.23,115.6,6,1609,72.2
1247.1,0.27,0.92,137.6,7,2187,38.6
1248.4,0.07,1.31,116.2,7,2425,70.1
1082.5,1.94,2.25,192.9,6,1628,83.0
1290.0,0.89,3.37,215.1,8,1809,84.3
500.0,1.67,0.86,135.0,5,2666,37.5
726.4,2.81,2.45,126.6,5,2169,69.6
1514.8,0.65,3.23,136.3,8,2362,68.4
500.0,1.17,1.64,179.2,6,1857,91.1
1375.1,1.04,2.46,155.6,7,1953,91.8
500.0,1.32,2.54,173.5,5,1612,79.9
1595.0,0.45,3.19,184.8,9,1785,73.8
1152.4,0.36,1.78,137.9,9,1927,82.5
1055.6,0.96,1.58,132.3,8,2389,69.2
530.7,3.12,1.91,186.2,6,1501,51.9
1721.9,0.4,0.86,140.8,5,1789,47.5
1013.7,1.08,2.49,183.5,6,2625,84.1
1154.0,1.18,2.02,88.2,5,2240,96.5
664.4,0.02,1.2,213.0,8,1634,80.9
1468.7,0.24,2.73,170.8,8,1513,100.0
1667.0,0.83,1.86,167.3,9,2381,60.4
924.2,0.31,1.6,100.7,6,2490,89.7
1228.0,0.35,3.44,216.9,9,2208,58.0
628.2,0.33,1.96,147.7,6,2463,89.4
1543.1,0.27,2.1,180.4,9,1502,98.4
780.3,1.25,0.84,174.5,7,1810,43.8
1121.8,0.22,1.24,135.6,7,2207,71.4
1384.7,3.2,3.17,203.7,7,2460,35.1
1508.6,1.94,0.92,128.3,7,1466,31.8
899.8,1.06,2.72,181.0,5,1802,90.4
946.6,1.78,2.42,175.2,7,1605,82.0
1385.1,0.21,2.6,210.9,8,1740,96.0
1437.4,1.05,2.89,199.5,8,2475,70.5
500.0,1.29,1.76,112.2,5,1825,89.1
982.3,1.46,2.54,188.8,7,2355,73.4
850.0,3.47,1.58,117.0,7,1608,57.0
1247.7,2.12,1.85,119.0,7,2601,61.9
641.5,0.03,2.94,189.2,9,2075,72.7
823.7,0.52,3.07,194.9,6,2445,81.1
1494.3,0.2,1.02,200.9,9,1768,37.0
525.0,2.07,2.9,110.6,6,2393,80.4
1044.5,0.08,1.69,198.2,7,1481,99.2
1162.6,1.09,2.85,176.9,7,2587,72.6
648.1,3.42,2.43,224.4,9,1776,41.3
1347.4,2.39,3.05,207.9,9,1402,61.6
674.3,0.14,1.22,102.4,6,2083,75.6
918.0,3.62,3.07,163.6,8,2541,16.0
1199.3,0.56,2.27,120.7,6,2163,94.5
2004.7,0.68,3.3,169.5,9,1665,78.0
1560.7,0.71,1.25,166.3,9,1834,63.5
956.3,1.36,1.03,178.4,5,2081,38.6
829.9,3.18,2.72,149.5,9,2124,36.9
598.5,0.21,0.81,121.1,5,2192,49.0
1267.8,0.36,2.78,213.9,8,2650,69.6
654.9,0.46,1.33,108.7,6,1775,78.8
1645.2,1.42,2.68,115.3,6,2685,76.8
720.3,1.19,3.11,160.1,5,1765,69.7
1352.4,0.4,0.91,142.5,6,2166,54.2
1499.5,0.11,1.78,135.5,9,1827,90.1
1191.2,0.3,2.36,157.9,7,2431,84.4
867.3,0.12,2.52,126.4,5,2464,99.2
1475.4,0.12,2.98,170.4,6,2680,88.5
707.5,1.94,2.67,112.7,5,2042,85.3
500.0,1.17,1.28,89.0,5,1963,66.4
1012.5,3.42,1.02,135.2,7,2525,0.0
1027.3,0.42,3.31,232.5,9,2642,51.0
500.0,1.49,1.81,118.5,5,1643,75.3
749.1,0.04,2.12,165.8,6,2244,100.0
1005.2,1.48,1.54,147.5,8,2338,67.2
500.0,1.34,1.73,98.4,5,1702,80.7
734.4,1.81,2.33,157.0,5,1769,74.7
1245.8,1.29,2.09,192.2,7,2250,84.7
1267.8,2.57,3.46,231.4,9,1674,51.3
1724.4,0.59,1.99,157.0,8,1469,98.7
1084.6,0.63,2.3,142.6,6,1446,92.9
1429.1,0.57,2.99,182.9,8,1516,100.0
500.0,0.55,3.35,177.3,6,1916,89.8
1341.8,0.33,3.09,224.7,9,2677,48.4
1144.6,0.41,2.51,176.9,6,2231,98.0
854.0,1.42,1.07,117.4,7,2018,40.7
1690.8,2.56,3.3,139.9,7,2155,52.9
1362.3,1.48,3.4,163.4,7,2596,58.6
1244.8,1.24,2.34,144.0,7,2359,78.3
1154.3,0.22,1.31,212.4,8,1435,80.9
610.1,0.07,0.98,187.4,9,2304,23.7
1160.6,0.73,0.83,111.2,6,1806,44.1
714.0,1.4,2.68,162.3,6,1811,89.8
829.0,0.38,1.8,149.7,7,1887,98.9
945.7,1.05,1.72,191.6,7,2178,82.5
500.0,0.14,1.27,169.1,5,2231,77.3
1045.9,0.23,2.3,213.6,9,2496,65.8
1423.0,1.08,3.44,125.7,8,2043,71.5
1060.6,1.09,1.76,112.9,6,1812,94.2
825.8,0.36,2.2,158.8,5,1523,85.2
500.0,1.28,1.64,132.0,5,2405,92.3
1286.2,1.93,1.18,172.3,6,2052,38.0
1364.6,1.2,2.17,165.0,8,1631,90.5
500.0,0.9,1.32,111.5,5,1832,62.7
993.2,1.43,2.38,98.8,5,1890,80.3
1193.3,0.22,1.51,195.1,9,1485,99.3
1364.9,0.28,1.96,176.7,8,2453,71.0
500.0,1.56,3.02,109.7,5,2623,80.7
1040.9,3.17,1.41,147.8,8,2274,18.7
500.0,2.96,2.82,160.4,6,1555,57.4
1020.0,0.68,2.52,118.8,7,2156,87.0
918.8,3.9,3.16,178.0,5,2297,31.0
1126.0,0.41,3.42,194.9,9,1931,72.4
954.7,0.96,1.26,151.7,6,1551,64.5
812.3,0.17,3.29,132.3,8,2500,63.8
876.9,0.02,2.5,103.9,6,1571,92.3
1171.2,0.88,2.06,112.5,5,2161,96.2
1146.8,0.78,2.43,207.2,8,2551,68.7
1339.0,0.5,2.2,188.3,7,2092,90.8
1101.8,0.88,3.37,152.8,6,2688,73.4
1032.6,1.8,1.33,156.4,5,1594,50.4
888.5,0.21,1.53,233.6,9,1499,98.6
1451.4,0.21,2.71,140.4,8,2401,76.6
1332.8,1.6,2.88,170.7,6,2308,84.1
1406.7,1.5,2.61,159.6,6,1827,88.4
787.6,0.22,2.39,206.0,7,1986,100.0
1072.1,0.18,1.33,111.3,7,2319,63.5
954.1,1.46,2.72,150.1,9,2556,52.0
1198.6,0.02,2.41,147.0,9,1655,90.4
500.0,0.57,2.16,100.6,5,2120,96.6
1066.6,0.31,2.23,155.0,5,1803,91.2
1656.8,0.07,1.34,153.0,9,2359,49.5
1530.6,0.52,1.97,197.4,9,1979,76.6
1267.5,0.25,2.77,173.9,8,2477,75.8
1136.7,1.24,1.96,152.1,7,1806,92.1
706.0,0.93,2.95,128.5,5,1641,89.5
1242.9,0.85,1.27,150.8,7,1446,75.4
1382.9,0.84,2.3,207.5,7,1514,97.4
1582.5,1.7,2.02,233.1,9,2416,55.4
1576.5,0.53,3.28,153.2,8,2205,65.1
1709.6,0.26,2.0,118.5,6,1529,92.9
1409.3,3.48,3.17,141.4,8,2578,15.6
871.0,0.48,0.98,172.7,8,2393,32.7
740.5,0.3,0.88,189.0,7,1894,50.8
866.5,0.32,1.98,171.1,8,1481,100.0
688.9,0.24,2.49,182.1,5,2364,98.6
1017.0,1.59,2.07,202.9,7,2068,80.6
755.8,0.01,2.05,161.5,5,2448,100.0
905.4,0.44,3.31,179.3,6,2605,77.6
1149.7,0.54,3.47,187.1,7,2597,68.5
952.1,0.37,1.65,180.5,6,2208,100.0
1477.9,0.2,2.68,134.2,7,2464,82.3
1752.5,0.95,1.84,179.9,9,1844,80.2
1137.1,0.07,1.34,141.7,8,2268,54.5
1433.6,0.33,2.18,193.1,9,1960,81.1
1426.9,0.05,1.62,128.0,6,2685,84.7
1033.4,0.02,1.17,195.0,8,1456,54.9
784.5,0.97,1.02,182.7,7,1405,41.5
973.7,0.38,1.83,214.7,8,2344,73.1
500.0,0.24,1.05,175.7,5,1978,48.9
1022.9,3.26,2.76,136.7,8,2314,36.2
500.0,0.92,1.55,102.8,5,1561,85.3
960.7,0.84,1.96,191.4,8,2174,81.7
1196.7,0.44,1.32,179.9,5,1456,63.2
500.0,0.35,2.14,105.4,6,1927,99.4
1328.1,0.42,1.95,183.3,9,2482,65.9
805.5,0.76,2.93,206.8,7,2589,76.0
1229.7,0.43,3.21,170.7,8,1945,72.7
1324.5,0.37,0.99,144.2,9,1445,52.1
1241.3,0.02,1.88,187.8,7,2332,82.0
1108.1,0.56,3.02,186.6,7,2210,79.4
500.0,1.32,2.9,113.1,5,1446,79.1
918.2,0.67,1.66,176.0,6,1651,99.3
500.0,0.23,1.15,139.8,6,1565,42.2
770.9,0.43,2.14,159.2,9,1767,91.3
1243.2,2.48,1.6,105.9,6,2555,63.1
1340.1,1.66,2.63,157.2,8,1981,77.1
686.9,0.9,1.48,170.3,6,1971,76.7
1301.9,0.26,0.81,207.4,9,1747,42.6
1176.5,1.84,2.39,173.2,6,2244,85.5
1210.0,0.01,3.08,215.0,8,2017,72.5
510.1,2.75,3.09,131.8,5,1896,50.6
1087.2,0.57,1.17,188.5,9,2095,22.9
500.0,3.87,2.46,145.7,5,1910,34.5
536.9,0.43,2.87,139.3,5,1851,90.1
500.0,1.65,1.31,179.8,5,1942,72.2
1257.0,0.07,1.79,125.0,7,1615,95.5
1156.0,1.94,2.02,187.7,7,1869,83.1
500.0,0.33,1.4,93.5,5,2252,83.5
1077.7,0.51,1.55,161.2,9,1703,87.9
1095.8,0.12,0.81,123.1,8,1697,51.2
1027.5,1.7,1.41,151.9,8,1685,67.3
1241.3,1.41,1.44,122.5,6,2411,59.1
1985.2,0.97,2.26,176.3,9,1525,95.7
738.5,0.51,1.46,118.5,7,1450,80.7
1054.9,0.36,0.86,97.0,5,2474,47.7
818.4,0.58,2.78,98.4,6,1870,97.5
1187.4,1.14,1.06,209.0,8,2655,12.3
1103.1,0.0,1.03,143.7,7,2069,38.6
880.8,0.81,1.92,184.1,7,1837,97.6
504.7,0.34,2.04,160.0,5,2674,99.7
1025.0,0.38,2.62,214.6,8,2250,81.5
1422.9,2.83,1.23,182.1,9,1741,37.4
1145.7,0.05,2.22,136.3,7,2555,74.9
1354.2,1.16,2.12,96.3,5,2148,94.8
1318.1,0.3,3.03,190.5,9,1923,69.6
1037.5,0.49,1.33,177.5,8,2054,68.4
905.5,0.43,1.66,117.4,7,1905,95.9
1244.8,1.8,2.54,150.2,9,1798,71.9
1309.8,0.01,1.2,195.3,9,2305,48.7
1434.8,0.53,1.66,217.5,9,2541,65.1
1782.4,0.23,1.43,133.8,7,1460,81.8
1011.2,1.03,0.91,200.6,7,2604,23.2
500.0,0.09,2.85,125.0,6,1712,100.0
1652.3,2.24,2.64,136.7,8,1664,78.7
889.5,1.63,1.05,139.8,5,2452,36.4
854.4,0.28,1.41,200.9,9,2686,39.2
957.9,0.79,0.89,126.2,6,2111,49.4
793.2,1.86,1.65,137.9,5,2312,82.7
1131.5,0.22,2.19,155.8,6,1738,95.7
1785.4,1.39,0.92,158.3,7,1488,39.2
1348.3,0.68,1.25,144.1,9,1731,66.7
639.2,0.61,1.83,137.0,5,1551,85.0
778.4,0.35,1.47,173.9,5,2107,77.9
638.1,0.26,1.54,94.2,5,1525,83.7
500.0,2.29,1.75,179.8,5,2466,77.8
962.5,0.01,2.6,146.5,5,1820,89.6
500.0,0.29,1.55,174.1,6,1652,96.0
943.8,5.68,2.83,170.3,9,2398,0.0
622.1,0.2,2.44,186.0,7,1692,96.5
1040.0,0.09,3.44,137.9,7,2640,71.4
871.8,0.12,2.85,176.8,7,1568,100.0
1313.1,0.07,2.0,128.6,7,2133,90.8
1247.3,2.03,1.33,168.4,6,1415,52.4
800.6,0.27,1.37,171.1,8,1436,79.1
958.7,0.16,0.97,173.3,9,1695,34.9
500.0,0.76,1.38,180.2,5,1834,66.3
1576.4,3.88,2.79,162.2,8,1719,50.8
1082.8,1.33,1.09,120.4,7,1933,36.0
939.8,1.3,1.26,126.4,8,1973,58.2
1549.2,1.23,2.67,176.2,9,2322,63.2
547.8,0.09,2.25,98.1,5,2439,100.0
865.0,0.5,1.03,154.5,5,2380,42.9
1222.1,0.72,0.96,146.9,9,1794,36.9
979.0,2.47,3.42,194.9,9,1676,52.0
1309.8,1.18,2.79,162.3,7,2048,94.4
640.9,0.45,3.24,105.8,5,1682,75.1
1483.1,0.89,1.98,172.0,8,2398,66.9
1440.6,1.11,2.35,137.3,6,1485,85.1
1125.9,0.43,2.12,116.8,6,1606,96.6
1654.7,0.35,1.85,157.5,9,1962,82.5
1275.8,1.46,2.93,119.2,7,1876,94.0
751.2,1.42,2.04,154.5,6,1991,83.7
976.5,0.2,1.47,168.8,5,1530,65.9
1338.9,2.69,2.06,231.2,9,1799,56.0
674.3,0.58,2.16,188.7,8,1535,96.5
1501.6,0.59,2.36,211.0,9,1569,100.0
1413.7,0.47,2.51,148.0,8,2368,76.2
1177.3,0.73,2.32,227.2,9,2586,62.3
858.2,0.04,3.04,224.7,9,1598,93.9
1829.1,0.15,1.21,181.5,9,2138,55.1
1293.4,0.59,3.02,162.7,8,2471,60.7
1517.4,2.16,2.77,153.4,8,2164,61.8
1241.9,0.02,2.36,172.2,9,1502,97.5
853.7,0.67,1.06,153.9,6,1947,45.5
740.8,4.9,1.39,200.5,7,1405,0.0
1560.6,0.47,1.17,158.1,7,2110,43.5
1908.0,1.02,1.37,139.3,7,1411,77.8
1158.0,0.39,0.98,129.3,8,1502,51.6
1263.7,0.91,2.28,151.3,8,2098,79.5
1365.1,0.19,2.14,178.0,6,1826,97.8
500.0,0.57,2.29,131.7,7,1570,100.0
1856.8,0.38,1.64,126.4,7,1488,100.0
1929.1,1.19,2.94,227.7,9,2115,67.6
859.4,0.77,1.83,136.8,8,2254,80.4
746.2,0.84,1.02,177.0,7,2634,26.5
500.0,0.47,1.43,182.9,6,1999,79.2
500.0,0.2,1.55,171.5,6,1825,97.8
1239.8,0.6,3.23,192.1,7,2410,68.7
946.3,2.98,1.84,198.5,8,2395,42.3
1008.2,1.42,1.26,154.0,6,2543,56.6
1745.4,0.46,2.08,164.9,9,1577,99.5
1172.0,4.86,3.06,133.3,6,2552,0.0
1052.3,2.05,1.46,89.7,5,1962,61.3
970.0,0.2,1.62,143.2,5,1817,83.7
1536.0,0.13,3.38,130.8,8,1953,71.8
1065.5,1.44,1.61,171.5,7,1641,94.1
1022.9,1.43,1.35,178.6,8,2651,41.2
795.5,0.28,3.1,143.8,8,1807,83.4
1461.6,0.09,2.95,204.6,8,2441,74.9
1500.5,1.03,1.08,208.4,8,2470,23.1
1121.6,0.01,2.35,137.8,9,2221,75.2
1216.7,1.74,1.92,170.6,9,1929,63.2
885.6,1.26,1.91,159.3,6,1899,94.7
688.7,0.86,2.04,136.9,5,1591,82.2
898.0,0.24,2.15,172.9,8,1448,95.2
1381.7,0.53,3.09,195.2,6,1493,80.5
600.9,1.75,0.88,123.0,5,2330,35.1
1194.6,0.05,3.48,190.5,7,1566,91.7
1190.5,0.87,1.95,189.9,9,1653,81.9
524.6,0.37,1.8,159.2,5,1456,86.5
953.9,0.81,1.77,140.7,7,1405,93.2
500.0,3.36,2.66,114.7,5,1637,42.8
880.3,2.7,2.54,214.0,9,2132,46.7
1284.4,7.17,2.62,137.3,9,2647,0.0
1000.6,0.8,2.6,100.9,6,1989,95.0
1364.1,0.12,2.22,206.0,8,1419,100.0
732.8,1.02,2.55,169.3,5,2176,96.2
617.5,1.48,0.94,118.7,5,2627,41.1
1158.2,0.42,3.22,135.7,7,1541,89.3
1067.8,0.23,0.85,182.3,9,1775,34.7
1166.7,1.89,0.83,99.7,5,1806,25.4
1340.9,0.45,2.83,203.9,9,2215,68.7
1037.7,0.2,1.75,156.9,5,1479,88.7
1066.3,1.96,2.01,115.8,6,1609,82.9
1155.9,0.45,1.73,124.2,8,2167,80.3
802.0,2.43,1.1,154.0,5,1776,19.1
1003.2,2.35,2.68,199.1,9,1439,80.5
985.0,0.1,0.91,127.3,6,1852,46.9
515.0,0.64,2.51,161.1,5,2113,100.0
828.7,1.89,3.35,202.0,7,1485,73.0
1553.1,0.13,1.89,123.5,8,1635,100.0
569.8,1.85,1.59,103.1,5,2043,85.8
1237.5,0.98,2.22,117.2,6,2671,81.9
798.5,0.65,2.35,206.7,7,2066,86.9
1190.8,0.45,3.34,126.9,6,2652,72.8
636.9,0.22,2.44,172.1,6,1760,93.1
1054.9,0.04,2.29,143.8,7,2267,84.7
975.3,0.34,1.04,129.3,6,2149,49.7
1184.0,0.78,3.19,117.8,7,1574,88.1
759.3,1.97,2.91,95.7,5,2227,84.2
685.2,0.83,1.75,182.5,7,2203,84.8
554.8,0.68,1.0,127.9,7,1460,53.2
1180.0,0.31,1.25,219.3,8,2593,51.7
1629.1,1.19,3.01,197.8,7,2174,71.3
908.3,0.21,3.03,163.5,7,1813,93.6
1179.7,0.22,1.14,169.8,5,1515,34.0
1517.4,4.44,1.96,150.8,8,2598,0.0
1572.0,0.08,2.44,156.7,9,2551,63.9
500.0,0.4,1.74,157.7,5,2428,100.0
917.1,0.14,2.17,131.6,5,2097,100.0
1507.3,0.05,1.35,174.0,9,2595,41.2
1055.5,2.09,2.87,172.9,7,2622,54.3
993.6,1.57,3.07,170.4,6,2654,65.2
1019.5,2.22,2.47,155.3,8,2199,56.9
1095.6,0.91,2.0,130.8,6,2026,98.1
1672.0,0.05,2.74,169.7,9,1823,82.8
500.0,0.39,3.33,178.1,5,1922,91.2
772.8,0.27,2.22,155.2,5,1574,84.3
752.8,0.14,1.61,211.9,8,2297,79.6
534.5,0.06,1.92,92.4,5,2386,100.0
852.3,0.3,2.06,132.8,5,1773,95.0
1293.4,1.24,1.44,208.2,8,2031,61.8
1045.4,1.09,1.18,170.4,8,1636,44.4
1937.7,0.22,2.26,216.7,9,2409,65.2
823.0,1.94,1.17,98.4,5,2367,34.7
569.6,1.66,2.79,149.8,5,1842,76.0
1455.1,1.24,2.91,155.9,9,2461,60.5
549.5,2.76,2.34,166.7,7,2183,58.1
1171.7,0.41,3.41,202.3,7,2419,75.8
960.4,3.11,2.63,191.0,7,2286,51.2
1749.8,0.37,3.02,220.6,9,2245,61.6
500.0,2.7,2.51,121.0,5,2241,71.6
1610.0,2.62,0.87,168.8,9,2034,0.8
1345.9,0.35,1.5,159.9,9,1555,99.7
1297.5,2.92,1.84,138.6,7,2128,54.1
1210.6,0.27,1.04,164.7,6,2617,31.9
882.2,0.29,3.22,177.1,5,2212,88.5
1346.9,0.71,2.78,187.7,7,2584,78.1
999.5,0.76,1.86,116.7,6,2039,96.2
704.5,1.06,1.96,117.6,6,2549,82.4
1725.5,0.21,2.97,162.3,8,2662,68.5
500.0,1.72,1.62,182.4,5,2464,82.4
543.0,0.46,2.36,104.5,6,1585,90.8
950.5,0.0,3.45,143.7,7,1860,90.5
980.7,0.69,1.38,139.0,8,2684,47.6
742.4,0.56,2.72,98.5,5,1945,98.0
